,tweets,labels
277,خذ دقيقه من وقتك فقط وقل سبحان الله والحمد لله ولا إله إلا الله والله أكبر سبحان الله وبحمده سبحان الله العظيم,Egypt
278,ان شاء الله خير,Egypt
279,شوفتك في الجاي فا صباح الخير سألوني ازاي قولت انك غير هادي عمارة,Egypt
280,فتاة النماص سامية الشهري اللهم ابدل سيئاتها حسنات وعاملها بما انت اهل له وتجاوز عنها,Saudi_Arabia
281,اللهم اسعدها بي واسعدني بها اللهم لا تحرمني اياها اللهم فرح قلبينا بما تحب وترضي تفهموش صح بدعي الي ولإمي,Palestine
282,امي البطله التي لا زالت تقاوم تعب الحياة لأجلنا وللمرة الألف اقول امي هي الأم المثاليه,Egypt
283,كلا راح وجا وكلاب جامعة نجران ماسكين أماكنهم لعنة الله على ذيك القشر نجران الآن,Saudi_Arabia
284,ماهو جميل وكيوت بس عيونه يتخوف,Egypt
285,ماشى يا صايع,Lebanon
286,حاضر هستحملكو كلكو علشان كلكو عليكم ضغوطات وانٱ عليا ديك أم مكسرآت,Egypt
287,أنا لا أخاف الأشخاص بل أخاف الحب نفسه كيف يمكنه الصعود بخفة و السقوط كجبل,Iraq
288,كذبه ابريل بنت تزوجت بدون ماتاخذ مهر,Iraq
289,لان اصلا ماعدهم حياة حته ديكملوها,Iraq
290,هنرجع تانى يا حبيبي,Egypt
291,يلا لازم تنزلون حق يلا دام وصلكم مال الكليه واللي برا فمالكم حجه لوسمحتوا نزلولنا,Kuwait
292,الأحلام الني كانت تعدنا بها الأيام أصبحت أوهام مقفولة,Algeria
293,ان شاءالله بتونید از شرش راحت بشید,Iraq
294,اللهم إني أسألك النعيم يوم القيامة والأمن يوم الخوف,Egypt
295,مقبوله إنشاء الله ولا تنسونا في دعائكم,Egypt
296,ه لا انتي موغفه بعدج مسادته,Iraq
297,اول مره برجع من جامعه مبسوطه وحقيقي خرا ع طب المنوفيه فعلا مع احترامي للعاملين واللي بيدرسو فيها,Palestine
298,اللهم اجعل اختباري كشربة الماء و ألهمني الصواب وحسن الجواب ربي وفقني وسهل علي ما أخاف تعسيره يارب ليس بجهدي ولا اجتهادي إنما بتوفيقك,Saudi_Arabia
299,اللهم اشفي كل مريض,Saudi_Arabia
300,على كل حال الله يعطيهم العافية فريق النشاما بس لوانهم حلقوا شعراتهم مثل الناس اللي الله خلقها كان ممكن يربحو,Jordan
301,وبحبك انا انا بحبك انا ويخليكي ليا ي روح قللبي فرفشة جميلله وقمرر زي صاحبتها,Egypt
302,أنا أول مرة بسمع بضيعة إسمها حمص أصلا كنت مفكرة بيحكو عن يلي بيتاكل,Tunisia
303,دراسه جدوي بكرا,Egypt
304,الآن في ولاية خصب ورشة الكاريزما ومواجهة الجمهور يقدمها المبدع طلال الرواحي,Oman
305,ركز شوي بارك الله فيك,Oman
306,اقرىي وستجدين الجواب,Morocco
307,لاتشعر المرأه بالراحة الا إذا وضعت رأسها على صدر الرجل لأنها خلقت من ضلعه,Algeria
308,شفت بحياتي ناس تنحط فوق الراس تخجلك بأفعالها وشفت بحياتي ناس مقامها تحت المداس تستاهل ماجا لها,Jordan
309,الحب الأول لا يموت ٓ بل يأتي الحب الحقيقي ل يدفنه حيا ٓ,Iraq
310,بحاول استوعب جيمي اللي بيتكلم,Egypt
311,مش فاهم حاجه,Egypt
312,حول مقالي أميركا مع إيران عصا دون جزرة,Syria
313,مبدأ عدم الصلاه بمسجد به ضريح هو المقصود فهولاء يتهموننا باننا نصلي لصاحب الضريح وكانهم اوصياء علي نياتنا مع اننا كلنا نصلي لله الواحد الاحد ولكنه مرض الوصايه,Egypt
314,كأن الحياة كلها هي أن أكون حمالا لحياة ليست لي,Saudi_Arabia
315,والله يابو ممدوح حتى مطار جده نفس الكلام,Saudi_Arabia
316,آنظر ل عينآي جدآ لترى آنهآ آمتلئت بك وآكتفت,Qatar
317,نوع اخر من الجمال,Egypt
318,العزة والعظمة له و لرسوله وللمؤمنين إن تنصروا الله ينصركم ويثبث أقدامكم سلام عليكم يا أهل فلسطين شعبا وأرضا سلام عليكم يا أهل اليمن أرض وشعب يا أهل اليمن سلام على رجال وجند الله المقاومة ومحوارها وكل أطيافها أبنما كانوا من هنا من المغرب الأقصى,Morocco
319,يا الله يا وسيم رهيب كيف بتنئي الاغاني اللي بتلبق لصوتك,Syria
320,چ خوشی دح,Iraq
321,لن يساعدك النوم في شيء إن كانت روحك هي المتعبة,Morocco
322,و أنت طيب يا خليفة يارب بهدلني خالص والله حسبي الله,Egypt
323,امين ياربي بس واكعة براس الناس المساكين وهذولاك اخر همهم,Iraq
324,متنساش ي باسم تجيب فينا جون,Egypt
325,يا ربي انا هبطل اطفي سجاير ف مشاعر الناس لحد امتي,Egypt
326,ماهو اكتشاف غريب لكائن يعرف ب انثى القرمط العنيدة,Libya
327,للحد من التلوث ومكافحة الحشرات تواصل إدارة الخدمات الصحة العامة أعمالها بالمشعلية بلدية الحصينية,Syria
328,عظمتك تكمن في كل لحظة قررت فيها الاستسلام ثم لم تستسلم,Egypt
329,الديناصور هو الوحيد اللي عرف دنيا هاذي مقودة وانقرض بكري,Algeria
330,تماما مش مطلوب هيك اشخاص علما انه الموجودين مش افضل منه,Jordan
331,ابقوا سووه يا اختي,Egypt
332,لا و انت الصادق عنست,Egypt
333,ودي اقوله احبك,United_Arab_Emirates
334,أقدارنا هدايا مغلقة لا نعرف ما بداخلها ف تفائلوا ب الخير تجدوه,Algeria
335,يالله إجبر خواطرنا بما يرضيك ويرضينا,Egypt
336,لمنتسبي التربية ابناؤكم بدون كتب يا ليت تهونوا الامر وتدلوهم لهذا التطبيق فيه كل مناهج التعليم العام,Yemen
337,افرح يا عندليب مبنى المخابرات بيتحرق,Egypt
338,ريتويت ونعمل فولو لبعض مصريه كارما والفولورز,Egypt
339,أربعينية الحسين منهاج واضح التيمية يسيطرون على المدن الإسلامية ليسلموها إلى الغزاة,Iraq
340,الف مبروك يابو سعود ولله يتمم علي خير,United_Arab_Emirates
341,نشط كل دقيقه اخي الكريم والشاحنات شغالة ساعه,Iraq
342,قسم أول مره اوافقها صدق كلامها,Iraq
343,التوقع صعب من بيفوز في مبارة اليوم الكلاسيكو,Libya
344,ماذا فعل صالحونا ف قرون الضعف لما آثروا العبادة ف زواياهم وتركوا لغيرهم اكتشاف استراليا والدنيا الجديدة ونقل عقائده وتقاليده إليهما الغزالي,Egypt
345,يدخلون الجنة بغير حساب اللهم اجعلنا منهم شاهد غرد بذكر الله دعاء لربي,Mauritania
346,أسلم مساء الامس احد الإخوة في إفطار صائم بمسجد الدهيشي وقد لقنه الشهادتين الشيخ عبد الكريم آل مشهور حفظه الله ورعاه,Saudi_Arabia
347,اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه وسلم,Syria
348,ال دي عجبني نفسي يتحط ف حقائق علمية إحنا عندنا فعلا شباب ممكن تعاكس لمجرد الملل,Egypt
349,والمشكلة اقولها ماحب اتكلم تلفون سولفيلي وتساب كتابة احسن يعني شقول بعد اقولها كليزق واطلعي من حياتي,Syria
350,نآڊت عل آلڊنيآ آلعفآ آه لفقڊ آلمصطف جمعة آلآحڒآن لمصآب ڛيڊ آلآڪوآن,Iraq
351,ه عالتويت بس نقصد,Libya
352,انا اخرى اشاركك الاكل غير كدا ماوعدكيش,Egypt
353,صباح الورد والياسمين,Algeria
354,لقد نال منا التظاهر بأن الأمور الصغيرة لا تؤذي,Morocco
355,الاختصاص المسطرة الاجراءات أمام المحاكم الادارية,Morocco
356,صباح بلون أبيض قآتم صبآح الخير,Sudan
357,الاخوة الاحباب هؤلاء العملاء هم خطر حقيقي على ابناء شعبنا الفلسطيني فعلى اخواننا الحذر الشديد منهم وايضا نامل من,Palestine
358,طيب ركز انت و حتشوف ان اغلب الاظهرة اليسار بيسجلون عكس الاعبين الاخرين وعمك غروسو ببسلم عليك,Morocco
359,دا سبب مقنع اني اول ما هجيلك هخلي طريقه كله نور بعد ما كان مضلم,Egypt
360,فديتك والله لك في داخلي حب كبير يا رب احفظه,Bahrain
361,مساؤكم بسمة مل تزيح عن كتافكم وجاع حياة,Oman
362,تگولهم مستقل يجيبون مستقيل يسقط محمد شياع السوداني,Iraq
363,متسلقين منافقين زي بعض امعا الواقف زي الحربه حشا الحربه منهم لاشكال الساقطه,Libya
